N,P,K,temperature,humidity,ph,rainfall,label
114.9,4.6,57.8,19.03,79.42,6.65,41.86,watermelon
42.8,58.7,83.1,21.55,15.24,7.72,95.71,chickpea
136.8,37.3,14.3,22.15,81.05,7.59,86.16,cotton
23.6,55.0,16.7,27.43,59.37,7.12,47.88,mothbeans
46.2,67.2,18.2,25.4,60.07,6.03,58.55,blackgram
70.0,55.7,40.0,23.31,74.36,6.6,217.39,jute
44.1,57.9,90.9,19.79,24.09,7.56,85.86,chickpea
28.2,57.9,29.2,27.49,73.34,7.38,67.11,blackgram
84.2,62.7,45.9,27.32,77.98,7.94,184.82,jute
71.7,24.2,27.3,20.49,59.89,6.84,75.31,maize
101.5,17.0,46.8,29.59,85.99,5.87,65.14,watermelon
50.5,51.9,72.6,18.43,18.75,7.46,90.39,chickpea
13.5,49.1,17.2,26.72,56.79,6.87,18.71,mothbeans
15.2,14.7,27.5,28.21,96.01,5.58,191.05,coconut
24.6,5.0,9.8,19.6,95.08,6.98,128.16,orange
12.3,58.9,27.2,23.52,55.6,5.79,133.75,pigeonpeas
89.5,47.6,22.8,29.44,64.36,6.54,73.79,maize
80.9,45.5,48.6,20.21,84.39,6.18,189.88,rice
17.6,78.6,23.3,25.26,52.66,5.1,150.06,pigeonpeas
107.7,36.4,12.1,24.61,54.64,5.9,115.94,maize
15.1,47.1,23.6,28.18,81.93,7.24,33.95,mungbean
105.2,31.1,36.3,23.32,52.34,6.73,114.72,coffee
18.0,20.9,35.7,27.22,93.1,6.27,165.69,coconut
21.0,24.0,39.1,30.17,47.17,5.32,104.18,mango
33.3,62.8,82.1,20.64,16.42,7.91,92.89,chickpea
21.5,16.1,0.0,28.06,93.61,6.77,115.5,orange
13.4,27.8,32.2,30.05,50.19,5.2,90.31,mango
42.7,62.6,72.1,27.04,86.55,6.88,121.64,papaya
16.0,147.8,189.4,22.93,83.55,6.21,69.94,grapes
38.4,55.5,55.2,33.25,92.63,6.9,144.35,papaya
103.9,43.9,24.2,23.6,72.78,7.32,78.88,cotton
17.5,43.6,19.5,30.06,51.8,6.16,60.74,mothbeans
34.1,56.8,27.0,30.34,63.52,7.01,55.85,blackgram
103.7,46.5,9.4,22.05,64.09,5.27,110.6,maize
13.7,149.1,210.0,23.33,78.63,6.24,53.27,grapes
16.6,61.9,26.3,27.34,54.09,5.9,125.84,pigeonpeas
33.6,83.4,11.4,27.92,59.9,7.67,61.8,blackgram
26.2,60.5,20.3,27.59,46.28,5.24,172.15,pigeonpeas
112.1,10.3,50.1,25.63,85.49,6.11,43.82,watermelon
14.6,26.3,8.4,25.53,94.77,7.18,126.82,orange
15.4,22.4,10.2,26.15,99.44,7.86,123.77,orange
10.7,64.8,10.4,27.37,27.64,7.07,46.46,mothbeans
102.8,31.0,48.7,25.0,83.02,6.94,242.3,rice
75.4,47.4,58.7,27.39,71.29,6.83,181.31,jute
100.3,14.5,54.5,29.01,94.26,6.3,15.0,muskmelon
24.2,48.5,14.7,18.23,23.29,6.2,136.81,kidneybeans
24.0,29.2,37.9,29.3,55.21,5.69,87.15,mango
76.5,66.9,36.7,23.0,74.89,7.15,214.48,rice
110.0,94.3,38.8,25.27,74.59,6.41,79.92,banana
56.4,73.4,17.9,28.73,68.17,7.66,59.75,blackgram
28.3,74.7,23.5,23.9,36.75,5.67,147.63,pigeonpeas
79.3,35.3,24.4,26.26,61.23,6.58,106.81,maize
20.8,77.6,19.6,21.21,67.03,7.31,62.19,lentil
22.6,68.8,22.2,23.35,61.35,4.87,159.53,pigeonpeas
32.8,52.9,69.3,17.43,17.99,7.78,71.8,chickpea
50.0,86.4,29.5,28.13,67.95,6.89,66.33,blackgram
14.0,19.7,13.3,21.79,94.47,7.22,101.17,orange
7.7,24.6,29.4,20.9,94.56,6.49,121.1,pomegranate
29.8,64.7,63.3,37.61,93.32,7.21,120.84,papaya
26.4,21.6,28.2,24.27,94.92,6.05,180.0,coconut
125.1,25.6,24.9,20.47,58.1,7.15,170.29,coffee
66.2,53.3,60.0,32.91,94.21,7.22,171.77,papaya
14.0,16.8,7.5,22.06,90.75,6.04,130.34,orange
45.4,50.6,15.4,32.33,61.92,6.75,81.69,blackgram
22.4,24.6,25.2,34.8,48.3,5.61,85.68,mango
22.7,24.3,24.8,21.29,93.22,4.97,150.8,coconut
17.8,12.3,9.2,19.22,88.13,6.68,121.02,orange
25.6,128.6,202.4,22.59,89.85,4.79,57.43,grapes
97.4,16.8,49.5,27.28,87.37,6.5,51.08,watermelon
84.5,46.4,42.0,26.35,72.8,5.91,182.49,jute
42.7,48.6,58.6,20.85,17.7,7.64,78.03,chickpea
18.3,49.4,11.9,32.32,56.97,6.39,63.31,mothbeans
127.9,23.7,13.2,24.16,72.79,7.26,82.9,cotton
26.5,18.7,27.9,26.76,96.09,6.08,161.24,coconut
66.8,44.2,37.5,25.68,83.43,6.3,225.35,jute
101.1,12.9,42.0,30.96,94.85,6.06,15.18,muskmelon
35.5,56.2,52.1,30.8,93.52,6.6,113.46,papaya
44.1,73.1,83.5,21.22,11.16,7.78,84.56,chickpea
20.8,120.1,210.0,21.95,85.3,6.01,64.42,grapes
85.4,17.2,50.9,31.36,94.47,6.14,22.14,muskmelon
15.4,21.0,21.8,33.23,51.5,5.27,99.88,mango
95.4,84.1,43.1,29.54,86.67,5.76,108.62,banana
17.4,47.5,25.7,29.57,45.2,6.19,61.0,mothbeans
19.1,115.3,208.0,24.46,82.98,5.35,62.0,grapes
24.8,54.0,26.9,30.02,60.61,7.13,73.02,mothbeans
26.6,62.5,19.7,18.81,14.94,5.39,127.02,kidneybeans
94.0,13.6,59.3,23.83,82.95,6.57,58.11,watermelon
15.7,72.6,26.1,23.6,43.35,5.58,90.33,pigeonpeas
110.4,38.8,31.0,28.57,68.27,6.6,170.55,coffee
26.5,25.3,34.4,28.43,51.44,5.41,105.09,mango
104.4,45.8,15.9,20.73,75.04,7.44,64.54,cotton
20.0,63.6,25.1,27.99,58.33,6.38,51.24,mothbeans
25.0,14.8,12.3,21.76,88.84,6.59,126.96,orange
16.6,118.5,188.7,22.29,79.28,5.78,64.2,grapes
23.4,132.2,163.8,23.98,93.91,6.11,137.31,apple
69.6,51.6,18.2,22.97,54.17,6.35,79.9,maize
20.3,19.8,32.4,25.43,96.49,6.19,140.49,coconut
12.7,23.8,37.9,24.09,91.12,6.67,112.72,pomegranate
83.9,37.8,32.8,22.67,86.15,5.57,207.39,rice
20.3,143.2,210.0,19.29,97.97,6.33,90.87,apple
78.9,49.7,52.8,21.59,84.89,6.3,245.02,rice
18.7,27.3,36.0,32.54,50.01,6.04,61.36,mango
79.2,47.4,28.3,26.77,79.55,7.04,149.04,jute
71.8,47.6,37.5,22.1,78.75,7.04,235.53,rice
102.3,83.8,59.0,23.37,81.73,6.06,95.74,banana
62.5,45.5,47.1,21.3,72.85,6.83,197.42,jute
70.8,40.0,28.9,22.44,70.6,5.91,98.58,maize
25.0,66.8,20.0,20.59,59.15,5.56,148.6,pigeonpeas
25.1,42.7,13.2,30.04,93.83,6.72,43.3,mungbean
14.7,24.4,12.9,22.25,88.89,7.6,139.84,orange
8.8,126.1,210.0,24.22,80.95,5.6,50.27,grapes
72.5,35.6,27.9,25.67,79.96,6.69,210.72,rice
83.5,80.6,49.7,27.63,82.51,5.2,127.1,banana
31.0,22.0,31.8,27.78,91.14,6.3,176.58,coconut
23.6,10.4,23.5,32.75,96.73,4.94,214.24,coconut
55.9,62.0,50.4,35.57,92.5,6.64,172.92,papaya
20.7,114.5,198.0,24.53,95.27,5.87,136.52,apple
15.7,49.9,24.7,24.82,60.87,5.5,182.78,pigeonpeas
114.1,17.9,47.0,22.23,90.05,6.35,35.73,watermelon
134.8,39.8,17.6,23.2,83.38,6.57,64.83,cotton
108.0,32.4,33.0,26.73,51.2,6.77,178.36,coffee
19.2,46.0,24.2,26.86,78.84,7.25,48.29,mungbean
23.2,15.0,29.5,30.7,93.35,6.45,190.73,coconut
125.1,58.2,11.1,23.86,79.17,6.67,77.97,cotton
84.1,29.2,39.8,25.33,65.87,6.87,94.85,coffee
25.6,18.6,14.6,25.92,93.05,7.23,119.39,orange
91.5,13.7,56.6,30.44,84.93,6.23,30.07,muskmelon
22.2,51.5,25.4,16.48,19.35,5.9,71.63,kidneybeans
21.7,60.8,14.1,24.45,91.64,7.23,48.95,mungbean
18.2,23.0,12.8,22.87,95.32,7.19,105.32,orange
93.0,11.9,52.1,23.87,75.47,6.18,51.35,watermelon
22.9,56.4,20.6,25.77,70.24,6.77,48.47,lentil
17.6,46.9,12.2,26.06,54.69,7.41,66.94,lentil
45.2,82.0,12.5,31.3,62.81,6.95,55.2,blackgram
17.1,20.8,20.3,32.02,48.85,5.94,84.16,mango
15.9,22.2,36.3,29.18,93.51,5.94,212.2,coconut
115.3,26.7,27.6,21.79,70.8,7.17,191.13,coffee
23.0,44.8,22.3,31.15,50.72,5.96,74.54,mothbeans
25.5,49.1,21.5,11.13,23.23,5.64,101.54,kidneybeans
145.3,46.1,25.1,26.34,74.42,6.73,79.98,cotton
107.7,93.6,34.0,29.38,83.3,5.9,128.82,banana
75.5,46.5,36.9,20.55,79.84,7.1,240.45,rice
85.6,31.8,25.7,28.69,77.68,6.35,197.34,rice
21.9,58.5,16.5,17.47,16.16,6.46,106.54,kidneybeans
4.8,48.3,13.3,27.06,52.29,6.1,122.61,pigeonpeas
26.4,54.8,22.5,28.01,81.94,6.0,44.81,mungbean
94.0,53.3,33.1,22.13,82.24,6.42,172.89,rice
28.7,52.7,11.6,29.05,58.78,7.48,49.23,mothbeans
40.6,67.9,73.7,16.39,18.98,7.5,87.23,chickpea
20.9,45.3,16.8,30.15,36.6,7.48,74.36,mothbeans
92.4,36.1,15.2,23.45,80.04,7.48,96.02,cotton
102.3,77.6,56.4,25.91,75.35,5.77,135.75,banana
11.8,42.8,16.5,27.53,57.62,6.77,76.22,mothbeans
91.5,39.3,33.5,24.03,76.59,5.9,230.43,rice
95.2,78.2,46.9,25.59,81.84,5.86,138.28,banana
19.6,52.2,14.4,28.07,89.85,6.46,26.76,mungbean
11.5,57.3,13.2,24.12,64.91,7.37,21.41,lentil
35.1,57.4,77.4,19.31,19.55,7.16,75.82,chickpea
67.7,14.2,30.9,27.27,84.25,6.67,45.2,watermelon
95.9,64.0,45.9,23.64,82.24,6.38,273.12,rice
75.2,34.2,55.5,26.17,77.38,6.91,153.8,jute
108.3,45.6,25.5,25.54,79.7,5.89,267.39,rice
50.7,61.4,75.1,14.07,15.67,7.71,60.16,chickpea
16.7,69.0,18.2,19.56,54.14,7.15,43.44,lentil
88.5,55.0,21.8,21.17,66.93,6.95,109.97,maize
47.0,42.6,19.5,25.52,80.32,6.13,82.94,maize
31.6,19.9,36.3,21.71,85.37,6.77,68.2,pomegranate
134.6,47.9,17.2,23.52,79.59,7.21,87.76,cotton
15.7,20.5,7.2,27.35,92.54,6.76,137.48,orange
11.6,44.9,27.0,27.0,86.91,6.86,56.21,mungbean
7.2,23.2,35.4,14.34,90.32,7.04,147.48,pomegranate
26.2,141.3,155.7,21.8,97.23,5.03,101.56,apple
75.9,2.0,35.0,29.6,88.07,6.53,28.84,muskmelon
13.6,24.8,0.5,21.61,90.97,6.55,121.11,orange
20.0,11.4,4.0,27.03,89.3,6.71,141.84,orange
100.3,55.2,21.2,25.0,73.79,7.01,97.02,cotton
28.3,64.5,81.8,23.47,20.77,7.0,67.62,chickpea
19.4,76.3,19.8,29.88,40.88,6.04,155.19,pigeonpeas
61.2,40.8,15.2,27.17,69.88,5.76,82.16,maize
20.2,43.2,19.8,25.27,52.35,7.38,40.16,mothbeans
17.6,94.7,210.0,26.74,87.74,5.37,47.34,grapes
129.8,46.2,11.5,24.63,85.08,6.33,79.67,cotton
23.7,22.9,13.5,27.64,54.18,5.62,99.31,mango
15.0,47.6,15.0,24.34,32.74,5.9,181.8,pigeonpeas
31.7,59.3,45.2,36.4,96.67,6.57,161.37,papaya
118.6,65.8,13.7,22.96,72.66,7.88,79.77,cotton
14.2,39.4,24.1,28.55,47.4,6.45,71.21,mothbeans
12.3,130.1,210.0,22.07,79.31,5.56,60.54,grapes
105.9,39.4,31.5,26.45,68.1,6.77,170.7,coffee
13.4,113.1,184.4,21.43,93.35,5.95,121.78,apple
22.0,35.6,33.3,34.89,36.5,4.76,89.47,mango
19.9,58.0,22.7,26.24,58.29,6.72,56.26,lentil
25.8,20.1,38.7,26.03,97.88,5.72,286.98,coconut
72.8,51.3,31.7,29.15,86.18,6.17,225.33,rice
16.9,54.6,26.3,26.65,50.95,7.48,60.25,mothbeans
69.5,54.5,40.8,21.54,83.63,5.97,263.41,rice
21.7,42.5,24.1,26.33,54.11,6.9,46.68,mothbeans
30.7,140.9,210.0,24.55,94.36,5.84,130.69,apple
20.3,130.2,207.5,23.08,86.88,6.0,91.84,apple
129.1,59.8,15.6,23.5,84.68,7.06,88.05,cotton
44.1,58.7,79.5,19.0,23.22,7.48,106.24,chickpea
77.6,14.5,39.3,28.34,88.39,6.2,23.29,muskmelon
72.4,47.5,39.3,23.48,77.16,6.63,182.75,jute
40.2,55.3,62.3,20.67,17.85,7.33,67.23,chickpea
8.9,23.6,5.8,22.82,93.04,6.92,113.74,orange
21.1,115.5,199.7,16.97,75.14,6.32,78.23,grapes
14.0,26.3,35.9,34.97,53.0,5.48,88.74,mango
23.4,24.8,2.1,24.88,97.76,7.29,112.9,orange
33.3,44.1,29.0,30.61,51.19,6.54,70.82,blackgram
130.8,78.8,28.0,29.03,81.36,5.82,116.42,banana
110.7,57.5,26.6,24.37,80.1,6.71,106.42,cotton
14.0,44.4,21.3,26.8,79.77,6.32,50.95,mungbean
51.2,37.7,43.1,23.31,82.36,6.48,179.67,rice
115.3,46.2,23.7,25.6,81.26,7.63,93.07,cotton
65.1,10.1,52.3,27.13,88.06,6.2,15.1,muskmelon
78.3,56.6,55.9,24.01,78.69,6.3,296.8,rice
107.0,18.3,55.9,25.23,89.35,6.32,15.44,muskmelon
87.4,54.4,23.4,23.12,47.2,5.87,84.37,maize
97.9,38.3,28.2,20.64,70.97,6.01,68.75,maize
18.4,113.4,182.8,21.62,85.34,5.23,66.24,grapes
69.8,44.2,34.1,20.16,81.67,6.29,238.97,rice
95.4,21.2,54.8,26.47,92.14,6.24,30.03,muskmelon
26.4,63.1,12.5,25.07,45.42,5.64,84.23,pigeonpeas
85.4,36.5,45.5,26.65,83.86,5.34,217.9,rice
15.9,16.3,7.3,22.3,93.08,7.73,113.63,orange
22.8,135.4,207.1,24.14,94.35,5.32,107.44,apple
68.6,62.9,32.0,25.95,91.63,6.81,122.84,papaya
131.3,24.1,36.8,22.73,63.12,6.84,181.78,coffee
53.3,57.7,47.8,33.7,89.87,7.67,138.97,papaya
20.2,30.2,39.2,32.36,48.59,5.62,67.71,mango
99.2,61.4,21.0,20.24,58.15,6.2,76.64,maize
87.1,15.8,4.0,23.84,60.58,6.39,113.29,maize
57.9,66.0,25.3,27.54,63.63,6.69,72.49,blackgram
30.0,35.8,10.2,27.63,87.05,6.88,28.95,mungbean
70.4,48.4,25.8,20.84,61.29,6.32,95.87,maize
76.7,48.6,41.0,24.96,83.45,6.69,248.15,rice
90.3,15.5,60.0,24.38,71.72,6.59,55.11,watermelon
120.3,54.6,36.5,24.36,83.58,6.66,59.03,cotton
22.0,40.2,18.8,28.68,84.85,6.84,53.1,mungbean
19.5,74.5,15.6,25.86,46.96,5.09,190.96,pigeonpeas
17.2,53.3,19.3,28.06,79.71,7.06,43.84,lentil
63.6,38.1,41.0,25.09,77.7,6.6,176.09,jute
10.5,70.6,15.6,23.11,83.71,6.54,32.18,lentil
120.8,43.2,12.6,23.55,80.4,6.93,70.55,cotton
107.7,43.9,10.8,19.33,61.73,6.67,70.93,maize
42.3,44.2,91.0,18.02,15.06,7.06,92.17,chickpea
30.1,26.7,29.6,32.59,59.25,5.64,109.03,mango
16.4,70.1,16.5,18.88,20.77,5.39,104.95,kidneybeans
21.2,23.2,9.7,25.84,95.95,6.14,125.97,orange
40.3,58.5,20.3,26.49,70.44,7.07,46.42,blackgram
17.2,23.8,28.4,29.47,48.99,5.26,104.92,mango
46.7,55.6,61.8,35.07,93.64,6.11,154.51,papaya
20.1,129.9,210.0,25.09,95.92,5.94,91.62,apple
83.9,42.6,36.8,21.41,85.85,5.9,246.69,rice
14.6,14.0,11.4,19.36,91.37,6.88,106.39,orange
15.9,46.9,11.0,29.49,86.1,6.21,42.55,mungbean
20.1,32.2,24.6,24.05,83.23,6.68,44.44,mungbean
120.6,25.9,37.8,21.7,42.66,6.56,126.1,coffee
103.2,18.5,53.3,27.83,87.75,6.07,34.67,muskmelon
51.0,59.1,42.6,33.28,94.56,7.04,157.26,papaya
74.9,51.9,42.4,22.25,85.16,6.12,288.97,rice
25.1,63.7,18.5,15.63,18.07,5.09,97.77,kidneybeans
40.7,46.7,53.1,27.76,83.69,5.84,187.57,rice
17.7,53.6,22.0,26.57,37.34,6.02,157.67,pigeonpeas
19.4,11.2,7.8,21.2,91.11,6.62,148.02,orange
54.3,52.2,34.9,38.28,90.79,6.94,165.66,papaya
54.9,60.1,52.5,33.14,94.48,6.4,156.12,papaya
88.5,68.7,61.2,22.77,76.48,5.9,118.17,banana
36.4,46.6,18.2,31.39,68.03,7.37,58.21,blackgram
22.3,25.1,28.7,24.0,50.02,5.81,85.27,mango
98.8,39.3,24.1,23.33,80.5,6.68,226.52,jute
54.9,43.9,39.5,27.42,75.53,5.94,186.52,jute
118.3,34.3,19.0,19.23,77.3,6.66,87.52,cotton
12.0,131.3,202.4,23.62,88.0,6.42,108.22,apple
20.5,48.2,26.5,26.3,81.88,6.3,43.89,mungbean
27.8,20.2,32.8,21.25,93.46,5.31,178.32,coconut
17.1,54.8,18.7,25.06,68.97,7.47,53.46,lentil
26.1,65.5,17.3,16.87,18.96,5.66,109.63,kidneybeans
96.8,35.1,23.5,19.06,65.26,6.38,83.55,maize
118.9,38.7,27.7,17.11,82.08,6.98,95.83,cotton
22.6,13.0,8.1,24.02,93.28,6.71,87.21,orange
55.2,74.1,79.7,18.6,14.93,7.23,79.07,chickpea
9.9,29.2,32.2,32.25,53.1,5.97,80.43,mango
21.8,142.4,210.0,22.02,88.99,6.17,86.67,apple
15.5,16.4,13.0,17.67,90.85,7.3,88.46,orange
62.5,46.9,37.1,24.78,77.11,6.46,190.05,rice
21.3,68.9,29.8,17.41,23.21,4.95,85.35,kidneybeans
13.5,43.7,14.4,30.09,49.74,6.92,58.5,mothbeans
37.9,69.0,99.6,19.47,17.87,7.87,62.78,chickpea
24.2,6.7,37.8,27.6,94.42,6.0,191.63,coconut
103.7,21.1,56.6,20.57,85.14,6.89,19.51,watermelon
103.7,26.2,23.7,20.08,45.83,7.44,175.14,coffee
74.1,41.8,49.8,22.67,86.15,6.64,250.96,rice
47.4,68.7,47.5,36.05,92.12,7.03,120.83,papaya
64.1,47.3,40.1,28.58,77.46,6.23,251.61,rice
131.2,63.8,26.6,25.9,75.97,5.88,83.77,cotton
23.1,22.8,18.6,26.91,95.64,5.85,164.28,coconut
70.8,43.5,46.3,24.49,87.03,6.97,195.9,jute
25.4,52.6,16.4,13.45,13.2,6.06,83.16,kidneybeans
24.6,117.7,195.7,26.37,80.52,5.78,61.07,grapes
77.1,11.1,57.2,26.9,93.7,6.95,17.63,muskmelon
13.2,57.4,14.0,29.73,56.89,7.33,82.78,mothbeans
60.6,44.3,40.6,35.19,95.3,7.0,132.79,papaya
136.1,56.1,20.9,22.88,82.47,6.72,93.58,cotton
87.5,52.9,32.1,25.3,81.36,6.7,229.23,rice
23.5,124.2,207.8,27.43,88.63,5.93,117.19,apple
15.6,56.6,15.7,21.16,25.17,5.04,77.68,kidneybeans
21.3,12.4,46.8,21.86,90.6,6.52,98.4,pomegranate
20.0,14.4,41.5,23.93,90.14,6.67,95.18,pomegranate
13.0,21.5,44.7,20.06,89.27,7.75,140.53,pomegranate
102.2,55.8,31.8,18.83,86.36,6.19,222.88,rice
15.6,120.3,185.4,23.39,79.34,5.21,53.14,grapes
69.9,64.2,50.4,36.2,90.29,6.58,146.92,papaya
16.4,40.8,17.5,29.31,41.02,6.13,60.67,mothbeans
88.7,24.4,58.3,23.77,84.67,7.08,43.83,watermelon
26.7,24.6,29.0,27.66,94.51,5.69,164.9,coconut
13.4,68.2,19.1,29.69,71.45,6.75,58.19,lentil
25.0,149.7,191.0,20.83,77.65,5.78,55.14,grapes
9.1,47.9,16.8,27.12,84.99,6.73,59.03,mungbean
21.2,145.9,199.8,27.42,93.53,6.19,131.89,apple
105.5,10.6,60.9,26.51,89.74,7.5,48.6,watermelon
8.7,131.8,210.0,24.99,93.95,6.37,81.9,apple
87.8,24.5,20.3,23.9,59.69,6.76,146.5,coffee
16.8,14.5,17.6,18.54,91.33,5.93,100.7,orange
26.4,55.5,14.5,18.19,22.01,5.78,101.69,kidneybeans
28.9,64.2,22.2,34.15,49.94,5.64,102.75,pigeonpeas
26.2,49.2,14.5,28.33,80.3,6.71,44.65,mungbean
19.8,16.4,11.8,26.25,93.51,6.9,128.96,orange
14.6,63.4,19.4,18.23,23.86,5.24,73.77,kidneybeans
34.6,64.6,17.1,14.21,13.52,5.87,118.31,kidneybeans
38.2,17.2,38.5,23.41,95.65,6.25,171.24,coconut
93.7,15.1,48.6,28.42,84.35,7.02,48.52,watermelon
116.6,24.6,31.0,25.8,63.52,6.88,188.82,coffee
29.1,52.3,19.7,23.96,61.24,6.91,38.99,mothbeans
88.1,78.0,38.8,25.37,86.73,5.99,94.17,banana
63.4,34.3,47.5,23.38,84.65,6.39,231.41,rice
28.8,62.0,31.2,35.59,71.71,7.48,49.61,blackgram
90.2,44.2,41.7,23.6,85.12,7.3,178.5,jute
106.9,65.8,35.6,27.53,79.42,6.06,100.68,banana
78.5,22.6,7.4,20.73,56.29,5.97,77.84,maize
14.5,70.3,10.7,18.54,15.41,6.3,126.16,kidneybeans
9.3,139.6,196.2,24.04,93.08,6.32,114.64,apple
21.3,13.9,21.4,28.84,93.52,5.78,180.02,coconut
119.7,20.0,12.1,23.92,59.16,6.25,144.89,coffee
133.0,31.5,14.8,27.75,85.44,7.58,87.81,cotton
98.8,29.7,13.4,26.99,56.22,7.73,144.54,coffee
88.1,40.0,44.0,22.07,86.41,7.0,196.65,rice
20.3,19.6,12.1,28.15,89.4,6.98,116.23,orange
23.7,143.8,210.0,25.86,87.04,6.18,81.85,apple
18.8,48.8,22.5,25.86,36.28,6.93,69.32,mothbeans
55.5,51.1,65.0,16.54,24.36,7.51,84.07,chickpea
91.2,17.9,48.7,23.19,88.32,6.69,30.21,watermelon
32.5,66.3,21.1,21.14,21.14,5.34,117.93,kidneybeans
84.3,13.9,45.5,25.09,87.44,6.94,37.91,watermelon
50.9,59.0,13.0,27.77,69.7,7.09,68.24,blackgram
10.1,14.2,8.4,13.26,95.67,7.78,122.13,orange
56.1,57.7,50.6,36.46,93.43,6.4,182.4,papaya
109.2,82.6,46.8,24.59,78.3,5.92,96.42,banana
21.9,13.0,4.1,25.46,100.0,7.27,118.82,orange
17.5,47.1,21.7,25.64,89.76,6.43,54.98,mungbean
91.1,35.3,41.1,20.01,73.65,6.27,202.73,rice
53.4,40.3,11.1,31.42,70.06,6.61,59.13,blackgram
16.8,58.4,33.3,26.7,51.04,5.76,150.11,pigeonpeas
32.6,21.4,37.1,29.13,95.38,5.81,174.58,coconut
22.0,21.6,39.9,32.69,52.27,6.07,112.03,mango
22.2,14.0,31.9,18.48,82.08,6.21,114.65,pomegranate
15.7,81.4,16.3,26.22,66.42,6.93,74.86,lentil
23.3,65.1,18.9,19.92,15.85,5.01,117.77,kidneybeans
8.0,36.5,21.6,26.17,44.31,6.78,51.04,mothbeans
33.6,53.8,74.9,18.05,11.4,6.9,46.71,chickpea
16.9,72.8,18.6,18.34,73.94,7.06,40.19,lentil
26.2,26.8,28.0,29.27,52.69,6.26,65.03,mango
25.0,55.1,25.1,17.79,60.78,6.17,51.62,lentil
21.8,77.6,16.2,21.79,16.35,5.53,94.61,kidneybeans
18.3,27.7,18.2,28.43,49.59,6.23,88.91,mango
122.1,41.3,16.9,24.02,78.65,7.49,86.64,cotton
28.6,140.7,175.0,25.78,79.6,5.82,59.55,grapes
115.1,82.2,73.5,26.46,76.05,5.83,130.15,banana
40.6,53.7,45.1,34.4,97.3,7.14,136.97,papaya
20.8,143.7,203.6,20.21,79.96,5.89,69.73,grapes
126.7,38.3,22.7,20.88,86.68,6.71,77.29,cotton
73.7,74.8,55.1,27.29,78.53,6.07,83.03,banana
87.4,22.2,52.1,29.98,94.14,6.71,15.0,muskmelon
86.7,86.1,55.3,27.17,80.09,5.87,117.62,banana
67.1,39.0,34.9,26.31,80.98,6.37,147.18,jute
50.2,33.6,38.7,23.86,79.9,6.91,220.89,rice
17.7,16.5,30.4,20.66,91.12,5.65,112.99,pomegranate
10.5,40.5,22.6,28.86,82.45,6.47,34.18,mungbean
28.5,145.5,173.4,18.87,93.31,5.54,116.35,apple
112.6,45.1,19.3,18.89,85.82,6.27,68.06,cotton
47.5,51.4,53.2,37.13,93.36,7.39,158.26,papaya
97.8,33.5,20.4,25.68,74.93,7.5,62.87,maize
14.0,21.5,56.4,18.21,80.42,5.74,109.75,pomegranate
22.8,51.3,12.2,28.28,61.29,6.91,75.0,blackgram
42.7,62.6,19.6,32.48,51.48,7.19,41.67,blackgram
17.6,50.3,30.1,25.24,87.38,6.11,30.06,mungbean
22.5,109.1,203.6,22.68,82.94,6.63,77.1,grapes
91.3,94.7,57.8,29.87,75.51,5.81,74.54,banana
26.6,55.0,31.4,23.52,45.03,5.92,148.43,pigeonpeas
101.6,29.6,20.4,25.03,55.9,7.27,177.83,coffee
21.3,13.3,16.7,15.06,93.25,7.22,116.99,orange
20.7,22.8,10.0,21.55,96.66,6.78,112.02,orange
26.0,32.2,41.3,29.52,37.62,6.09,110.31,mango
53.4,63.4,22.0,26.02,67.19,6.83,59.82,blackgram
24.5,36.3,12.0,27.55,80.95,6.69,41.47,mungbean
100.2,34.8,29.3,24.83,62.31,6.8,172.99,coffee
101.3,17.4,49.6,27.39,94.76,6.2,32.46,muskmelon
25.3,15.8,38.0,26.39,92.72,5.45,204.0,coconut
19.2,13.0,34.4,30.6,92.2,6.6,173.96,coconut
22.5,13.2,32.6,24.05,95.77,6.13,142.82,coconut
21.3,39.3,16.5,31.6,44.63,7.07,34.87,mothbeans
96.0,60.8,32.9,17.02,52.02,5.92,107.66,maize
60.1,33.1,40.7,23.71,82.5,5.88,194.25,rice
95.9,28.1,30.7,23.05,56.73,6.52,149.58,coffee
22.3,43.5,14.2,25.36,55.11,6.88,58.08,mothbeans
81.5,50.7,39.9,23.84,82.09,6.26,214.39,rice
64.5,71.4,30.3,26.09,81.72,5.44,106.29,banana
128.1,59.5,21.7,24.64,81.97,7.07,70.73,cotton
19.3,123.1,203.1,18.35,94.46,5.38,100.37,apple
15.9,18.6,37.2,27.63,89.36,6.72,127.11,pomegranate
18.2,33.7,18.1,33.14,43.99,5.53,126.78,mango
64.7,39.7,6.5,25.76,63.46,6.46,93.37,maize
10.5,72.2,23.6,24.95,36.88,4.96,178.65,pigeonpeas
101.0,17.4,61.7,29.89,88.74,7.02,22.11,muskmelon
15.6,56.4,25.4,22.28,46.44,5.28,151.81,pigeonpeas
23.9,12.4,22.0,29.6,95.06,6.02,124.77,coconut
27.7,118.7,199.2,17.64,90.76,6.64,103.4,apple
21.3,15.1,25.0,28.69,37.48,6.12,60.91,mango
24.1,147.8,162.6,29.29,81.89,5.64,56.71,grapes
116.9,41.6,14.3,23.49,84.3,6.78,90.67,cotton
58.2,61.0,33.2,31.99,95.01,7.1,143.09,papaya
10.9,150.0,210.0,20.52,87.62,5.5,56.1,grapes
